summit_id,name,elevation,isolation,prominence,latitude,longtitude,type,county,state,type_str
5875,Horsetooth Mountain,7255,3.46,595,40.53950,-105.19670,1,Larimer County,CO,mountain
7122,Elbow Peak,11948,1.68,888,43.11290,-109.70370,2,Sublette County,WY,peak
7269,Big Sheep Mountain,11618,1.25,398,43.27500,-109.87840,1,Sublette County,WY,mountain
143,Ulysses S. Grant Peak,13767,1.69,747,37.82470,-107.80670,2,San Miguel County,CO,peak
222,West Spanish Peak,13626,20.47,3685,37.37560,-104.99350,2,Las Animas County,CO,peak
467,Leahy Peak,13322,0.89,142,39.04200,-106.83820,2,Pitkin County,CO,peak
9175,Muddy Mountain,8310,12.23,1099,42.68150,-106.25770,1,Natrona County,WY,mountain
11662,Hermit Peak,10260,7.90,1080,35.74460,-105.41550,2,San Miguel County,NM,peak
12127,Capulin Peak,8929,2.37,149,35.21900,-106.40910,2,Sandoval County,NM,peak
12176,Shaggy Peak,8847,3.27,417,35.61370,-105.82540,2,Santa Fe County,NM,peak
12178,Tecolote Peak,8837,1.90,177,35.19760,-106.39810,2,Bernalillo County,NM,peak
13436,Jacks Peak,7553,3.89,643,33.92650,-105.62740,2,Lincoln County,NM,peak
15907,Pyramid Peak,5261,0.58,191,32.19810,-106.60040,2,Doña Ana County,NM,peak
16504,"Howe, Mount",10472,1.26,732,46.04800,-113.21640,0,Deer Lodge County,MT,mount
16673,San Gorgonio Mountain,11499,163.26,8289,34.09910,-116.82500,1,San Bernardino County,CA,mountain
17029,Hot Springs Peak,7654,24.33,2914,40.37490,-120.12150,2,Lassen County,CA,peak
17143,Whale Peak,5349,9.60,2689,33.02920,-116.31610,2,San Diego County,CA,peak
17371,Sheep Mountain,3156,34.95,2331,32.53300,-114.23420,1,Yuma County,AZ,mountain
17472,Peavine Peak,8266,9.24,2206,39.58680,-119.93200,2,Washoe County,NV,peak
17560,Little Grass Mountain,5696,5.93,2116,48.75990,-117.02470,1,Bonner County,ID,mountain
21851,Big Pack Mountain,6620,2.53,520,39.75420,-109.67640,1,Uintah County,UT,mountain
24702,Granite Mountain,10660,6.25,1240,45.56750,-112.93130,1,Beaverhead County,MT,mountain
26358,Murphy Peak,8167,3.61,587,47.05690,-113.97490,2,Missoula County,MT,peak
29373,Dominion Peak,6032,2.65,132,47.36730,-115.57760,2,Mineral County,MT,peak
32253,Disappointment Peak,13917,0.19,171,37.06790,-118.46740,2,Inyo County,CA,peak
34700,Wakley Peak,8801,4.64,741,42.39550,-112.29250,2,Bannock County,ID,peak
35747,Cottonwood Peak,7940,2.83,760,42.41040,-111.96600,2,Bannock County,ID,peak
11801,Kiowa Mountain,9735,4.44,915,36.59750,-106.10040,1,Rio Arriba County,NM,mountain
11849,Carrizo Peak,9620,14.16,2670,33.69240,-105.72850,2,Lincoln County,NM,peak
11886,Guadalupe Peak,9450,0.64,390,34.81690,-106.41210,2,Torrance County,NM,peak
11967,"Sedgwick, Mount",9256,27.88,1866,35.17440,-108.09530,0,Cibola County,NM,mount
12059,Pajarito Peak,9042,5.92,662,35.69550,-106.85910,2,Sandoval County,NM,peak
12088,Apache Mountain,8980,6.63,1120,33.94010,-108.61680,1,Catron County,NM,mountain
12146,Placer Mountain,8897,17.82,2087,35.33540,-106.16960,1,Santa Fe County,NM,mountain
12194,Laughlin Peak,8818,28.85,1828,36.62540,-104.18580,2,Colfax County,NM,peak
12326,Rabbit Peak,8650,2.13,320,36.89960,-106.60310,2,Rio Arriba County,NM,peak
12474,Baldy Peak,8445,0.87,535,32.32200,-106.56060,2,Doña Ana County,NM,peak
12532,Palo Blanco Mountain,8383,3.48,1233,36.58430,-104.08230,1,Colfax County,NM,mountain
12715,Capulin Mountain,8182,7.41,1012,36.78380,-103.96820,1,Union County,NM,mountain
12756,Sugarloaf Peak,8150,1.05,200,32.34630,-106.54410,2,Doña Ana County,NM,peak
12768,Silver Top Mountain,8140,2.97,1080,33.33360,-106.50170,1,Sierra County,NM,mountain
12791,Pinos Altos Mountain,8127,4.04,1187,32.86340,-108.24150,1,Grant County,NM,mountain
12863,Rowe Peak,8053,2.34,353,35.50250,-105.70280,2,San Miguel County,NM,peak
12888,Bear Mountain,8036,7.05,1486,32.83590,-108.35840,1,Grant County,NM,mountain
12981,Ferguson Mountain,7966,0.49,296,32.59570,-108.43840,1,Grant County,NM,mountain
13055,Cuchillo Mountain,7898,7.51,942,33.32650,-107.58890,1,Sierra County,NM,mountain
36644,Grand View Peak,7222,4.72,122,42.25520,-114.29980,2,Twin Falls County,ID,peak
48744,Martin Peak,8375,2.06,875,48.18850,-120.35090,2,Okanogan County,WA,peak
49040,"Constance, Mount",7756,5.68,1976,47.77270,-123.12720,0,Jefferson County,WA,mount
49559,Goat Peak,7001,4.05,1381,48.63210,-120.40390,2,Okanogan County,WA,peak
49855,Pearrygin Peak,6644,3.58,904,48.53100,-120.02710,2,Okanogan County,WA,peak
49914,Fawn Peak,6577,3.59,1917,48.61780,-120.32850,2,Okanogan County,WA,peak
51000,Lookout Mountain,5515,5.17,1455,48.31310,-120.18750,1,Okanogan County,WA,mountain
51300,Thomas Mountain,5269,2.31,689,47.29190,-121.15630,1,Kittitas County,WA,mountain
53383,Saddle Mountain,3479,6.20,1129,48.20150,-117.12540,1,Pend Oreille County,WA,mountain
54736,Bald Mountain,1997,3.91,367,45.76500,-121.49980,1,Klickitat County,WA,mountain
55034,Bald Mountain,1552,5.25,842,45.91920,-122.57310,1,Clark County,WA,mountain
55084,Buck Mountain,1472,2.04,222,48.69820,-122.86300,1,San Juan County,WA,mountain
56844,Wanat Peak,9060,0.64,520,34.06470,-116.87490,2,San Bernardino County,CA,peak
71422,Mitchell Peak,7951,15.25,1851,33.21940,-109.36710,2,Greenlee County,AZ,peak
72075,Agathla Peak,7096,10.86,1450,36.82620,-110.22530,2,Navajo County,AZ,peak
72629,Russellville Peak,6613,0.87,313,32.08640,-110.12000,2,Cochise County,AZ,peak
88470,Peekamoose Mountain,3843,0.51,193,41.95320,-74.39820,1,Ulster County,NY,mountain
88667,Woodhull Mountain,3050,1.51,400,41.94600,-74.46360,1,Ulster County,NY,mountain
92889,Richman Mountain,7660,0.97,349,30.64540,-104.16200,1,Jeff Davis County,TX,mountain
92942,"Ord, Mount",6803,9.92,1543,30.24050,-103.51530,0,Brewster County,TX,mount
96580,"Theodore Roosevelt, Mount",5700,4.85,360,44.39830,-103.75930,0,Lawrence County,SD,mount
97264,Avery Peak,4087,0.61,277,45.14670,-70.27540,2,Somerset County,ME,peak
108380,"Lyn Lowry, Mount",6260,1.52,400,35.46370,-83.11070,0,Jackson County,NC,mount
108947,Flat Top Mountain,4558,5.33,1098,36.16240,-81.67680,1,Watauga County,NC,mountain
731,Keller Mountain,13085,1.60,745,39.69000,-106.23160,1,Summit County,CO,mountain
740,Winfield Peak,13077,0.74,177,38.97590,-106.48160,2,Chaffee County,CO,peak
758,Centennial Peak,13062,0.45,282,37.44700,-108.07700,2,Montezuma County,CO,peak
995,Purple Peak,12820,0.35,160,38.91250,-107.12040,2,Gunnison County,CO,peak
1428,Ashcroft Mountain,12381,2.32,361,39.04280,-106.77780,1,Pitkin County,CO,mountain
13079,Cub Mountain,7877,4.87,1457,33.53600,-105.88930,1,Lincoln County,NM,mountain
13169,Vera Cruz Mountain,7801,4.33,451,33.61080,-105.69990,1,Lincoln County,NM,mountain
13230,Jack Peak,7745,1.85,565,33.89540,-108.24160,2,Catron County,NM,peak
13299,McComas Peak,7681,1.66,751,32.81260,-108.35170,2,Grant County,NM,peak
13501,Little Bear Mountain,7505,1.03,455,32.82550,-108.37110,1,Grant County,NM,mountain
13541,Eighty Mountain,7461,3.49,791,32.84750,-108.29990,1,Grant County,NM,mountain
13699,Gillespie Mountain,7324,8.41,1664,31.66300,-108.68070,1,Hidalgo County,NM,mountain
13745,Baxter Mountain,7288,2.71,558,33.74740,-105.76070,1,Lincoln County,NM,mountain
13751,Wind Mountain,7280,37.90,2350,32.02560,-105.51610,1,Otero County,NM,mountain
13810,Granite Mountain,7244,4.29,774,34.14750,-107.21880,1,Socorro County,NM,mountain
13945,Lone Tree Mountain,7125,8.29,515,36.97840,-107.99370,1,San Juan County,NM,mountain
128668,Gooch Mountain,3337,2.47,517,34.65090,-84.03820,1,Lumpkin County,GA,mountain
102564,Pico Peak,3957,2.54,587,43.63940,-72.83610,2,Rutland County,VT,peak
1486,Flattop Mountain,12324,0.46,24,40.30870,-105.69030,1,Grand County,CO,mountain
2046,Piney Peak,11573,6.94,1313,39.81850,-106.49770,2,Eagle County,CO,peak
8146,Pat O&#039;Hara Mountain,9971,7.43,1071,44.65990,-109.37400,1,Park County,WY,mountain
3138,Saddle Mountain,10057,2.13,917,40.79970,-107.15280,1,Routt County,CO,mountain
3658,"Manitou, Mount",9460,1.66,400,38.86470,-104.96370,0,El Paso County,CO,mount
4307,Bishop Peak,8825,1.45,245,40.96300,-108.92540,2,Moffat County,CO,peak
4717,Banner Peak,8500,2.14,680,39.41920,-105.29580,2,Jefferson County,CO,peak
4972,Pinnacle Mountain,8269,3.86,329,40.69930,-107.37950,1,Moffat County,CO,mountain
5058,"Pittsburg, Mount",8197,0.92,417,38.61670,-104.93480,0,El Paso County,CO,mount
5242,Ruby Mountain,8020,0.81,200,38.74980,-106.06700,1,Chaffee County,CO,mountain
5274,Sheep Mountain,7980,1.18,280,40.80270,-105.43940,1,Larimer County,CO,mountain
6092,"Sanitas, Mount",6863,3.56,123,40.03620,-105.30610,0,Boulder County,CO,mount
7366,Wyoming Peak,11378,50.92,3558,42.60440,-110.62380,2,Lincoln County,WY,peak
8043,"Isabel, Mount",10162,1.60,582,42.44330,-110.70350,0,Lincoln County,WY,mount
115,Jupiter Mountain,13830,0.60,370,37.61250,-107.59210,1,La Plata County,CO,mountain
178,Grizzly Peak,13700,0.66,440,37.60760,-107.58180,2,La Plata County,CO,peak
414,Precarious Peak,13380,2.12,640,39.01680,-106.96200,2,Pitkin County,CO,peak
10328,Antelope Mountain,6980,2.32,160,44.79880,-109.44300,1,Park County,WY,mountain
11534,Ortiz Peak,11209,2.94,429,36.79210,-105.34190,2,Taos County,NM,peak
11746,El Cielo Mountain,9930,2.21,550,35.73430,-105.45280,1,San Miguel County,NM,mountain
12027,Atalaya Mountain,9121,2.51,741,35.66790,-105.87620,1,Santa Fe County,NM,mountain
12515,Cookes Peak,8408,23.65,2588,32.53600,-107.73160,2,Luna County,NM,peak
12634,Lion Mountain,8263,4.14,773,34.17840,-107.54770,1,Socorro County,NM,mountain
12755,Rough Mountain,8150,1.63,520,34.21370,-105.73770,1,Lincoln County,NM,mountain
16704,Star Peak,9836,69.26,5400,40.52250,-118.17070,2,Pershing County,NV,peak
16845,Maturango Peak,8839,22.96,3659,36.12000,-117.49560,2,Inyo County,CA,peak
16856,"Rose, Mount",10776,33.36,3636,39.34390,-119.91800,0,Washoe County,NV,mount
17295,Red Mountain,9411,52.76,3801,47.11650,-112.73850,1,Lewis and Clark County,MT,mountain
17393,Rincon Peak,8482,7.02,2302,32.11980,-110.52300,2,Pima County,AZ,peak
17458,North Mountain,3860,4.93,2240,48.31250,-121.60360,1,Skagit County,WA,mountain
17640,Stukel Mountain,6525,17.43,2055,42.10010,-121.63530,1,Klamath County,OR,mountain
17662,Indian Head Peak,7420,4.02,2040,48.00630,-121.10170,2,Chelan County,WA,peak
18097,Haystack Mountain,11641,1.68,461,38.49940,-109.24630,1,San Juan County,UT,mountain
18162,Horse Mountain,11130,1.05,430,38.55110,-109.25210,1,Grand County,UT,mountain
18650,Providence Peak,9598,0.69,178,41.70410,-111.71310,2,Cache County,UT,peak
21318,Tabbys Peak,6921,0.77,591,40.46330,-112.98750,2,Tooele County,UT,peak
24618,Koch Peak,11293,8.34,1193,45.03720,-111.45900,2,Madison County,MT,peak
26681,Singleshot Mountain,7926,1.14,226,48.74140,-113.49690,1,Glacier County,MT,mountain
29143,Woody Mountain,6220,2.66,760,46.90040,-113.87610,1,Missoula County,MT,mountain
33435,Boulder Peak,10981,0.74,401,43.83260,-114.51820,2,Blaine County,ID,peak
33582,Watson Peak,10453,0.67,353,44.13100,-114.68550,2,Custer County,ID,peak
34266,Sheldon Peak,9278,4.55,938,44.69940,-114.56190,2,Lemhi County,ID,peak
14007,Center Peak,7062,3.94,1002,31.54800,-108.69450,2,Hidalgo County,NM,peak
14046,Strawberry Peak,7039,2.97,1129,34.10550,-107.00550,2,Socorro County,NM,peak
14094,Black Mountain,7008,3.21,908,32.50770,-106.48370,1,Doña Ana County,NM,mountain
14162,Apache Mountain,6951,2.22,853,32.45240,-108.56570,1,Hidalgo County,NM,mountain
14238,Fairview Mountain,6890,3.79,1340,33.46520,-106.51820,1,Sierra County,NM,mountain
14247,Alum Mountain,6881,1.87,421,33.13440,-108.22040,1,Grant County,NM,mountain
14310,Pino Mountain,6837,12.80,472,34.45820,-105.70510,1,Torrance County,NM,mountain
14753,Bennett Peak,6471,0.22,121,36.37650,-108.73920,2,San Juan County,NM,peak
14770,Sugarloaf Mountain,6455,16.10,360,36.20340,-104.03030,1,Harding County,NM,mountain
14982,O Bar O Peak,6283,0.70,423,32.75970,-107.61610,2,Sierra County,NM,peak
14992,Chupadera Mountain,6273,1.02,383,33.84700,-106.94980,1,Socorro County,NM,mountain
62536,Frankish Peak,4198,2.61,698,34.17540,-117.65660,2,San Bernardino County,CA,peak
63300,Bedford Peak,3820,0.62,280,33.76690,-117.57800,2,Orange County,CA,peak
35073,Granite Mountain,8479,5.87,1715,45.09750,-116.20120,1,Adams County,ID,mountain
48756,Windy Peak,8333,10.29,1788,48.92820,-119.97070,2,Okanogan County,WA,peak
48887,Kitling Peak,8003,1.11,543,48.58210,-120.85670,2,Skagit County,WA,peak
49848,Castle Mountain,6700,0.89,560,46.98750,-121.46160,1,Pierce County,WA,mountain
51056,Timber Mountain,5474,4.92,1294,48.52710,-117.45290,1,Pend Oreille County,WA,mountain
53398,Bear Mountain,3460,3.65,960,47.96090,-123.06600,1,Clallam County,WA,mountain
53792,Arbuckle Mountain,3071,5.40,1611,47.96120,-119.90130,1,Okanogan County,WA,mountain
60186,Beauty Peak,5548,1.81,408,33.43960,-116.72410,2,Riverside County,CA,peak
53825,O&#039;Neil Peak,3036,2.15,296,46.17730,-122.51430,2,Cowlitz County,WA,peak
61844,Klinker Mountain,4562,2.37,312,35.41600,-117.55470,1,San Bernardino County,CA,mountain
63433,Oat Mountain,3747,9.91,1960,34.32980,-118.60100,1,Los Angeles County,CA,mountain
68958,La Jolla Peak,1567,5.37,937,34.11520,-119.04930,2,Ventura County,CA,peak
72668,China Peak,6589,2.01,569,32.68280,-110.32200,2,Graham County,AZ,peak
73339,Rocky Boy Peak,6210,0.90,470,34.31560,-112.80270,2,Yavapai County,AZ,peak
75348,Diamond Mountain,5120,4.71,1300,33.85410,-111.49560,1,Maricopa County,AZ,mountain
77781,Sugarloaf Mountain,3205,1.18,345,35.20300,-114.43620,1,Mohave County,AZ,mountain
88566,Jay Mountain,3372,0.96,108,44.31260,-73.68570,1,Essex County,NY,mountain
92956,Vernon Bailey Peak,6670,1.71,610,29.28370,-103.32100,2,Brewster County,TX,peak
96434,Bear Mountain,7166,3.75,456,43.86980,-103.74390,1,Pennington County,SD,mountain
96690,Matias Peak,4785,2.50,620,43.41080,-103.73810,2,Fall River County,SD,peak
100673,Stairs Mountain,3468,4.37,528,44.15490,-71.31860,1,Coos County,NH,mountain
100727,"Cardigan, Mount",3155,13.67,1925,43.64950,-71.91430,0,Grafton County,NH,mount
100729,"Crawford, Mount",3119,1.18,259,44.13650,-71.33240,0,Coos County,NH,mount
105646,Panther Mountain,2495,3.56,395,37.69300,-79.19500,1,Amherst County,VA,mountain
832,Mesa Mountain,12980,12.19,1000,37.90440,-106.63480,1,Saguache County,CO,mountain
842,Vulcan Mountain,12973,1.14,273,38.57700,-106.35170,1,Gunnison County,CO,mountain
1273,Anvil Mountain,12537,1.66,597,37.83780,-107.70730,1,San Juan County,CO,mountain
1849,San Bernardo Mountain,11861,1.59,961,37.84710,-107.90890,1,San Miguel County,CO,mountain
2274,Telluride Mountain,11205,1.69,385,37.38470,-106.54640,1,Conejos County,CO,mountain
2341,Lookout Mountain,11103,3.56,843,38.54640,-106.56090,1,Gunnison County,CO,mountain
2383,"Bryant, Mount",11034,3.22,294,40.20990,-105.78810,0,Grand County,CO,mount
2534,Spruce Mountain,10833,7.99,1688,39.19720,-107.52190,1,Delta County,CO,mountain
2770,Starr Peak,10511,0.79,371,39.89340,-105.41880,2,Gilpin County,CO,peak
8215,Powder Peak,9862,4.75,682,43.34450,-111.00390,2,Teton County,WY,peak
3091,Sugar Loaf Mountain,10100,3.33,1080,40.78190,-107.18600,1,Routt County,CO,mountain
3605,Yarmony Mountain,9516,3.65,1616,39.91300,-106.64010,1,Eagle County,CO,mountain
3869,Green Mountain,9245,6.11,585,40.96000,-105.63150,1,Larimer County,CO,mountain
4096,Falls Gulch Mountain,9042,1.12,502,38.40920,-105.72090,1,Fremont County,CO,mountain
4197,Pargin Mountain,8936,1.88,396,37.20120,-107.43040,1,Archuleta County,CO,mountain
4929,South Sheep Mountain,8300,1.51,560,40.20860,-105.42630,1,Boulder County,CO,mountain
6801,Goddard Peak,3995,94.78,180,40.51120,-102.36130,2,Phillips County,CO,peak
15062,Schoolhouse Mountain,6220,1.11,320,32.75210,-107.65150,1,Sierra County,NM,mountain
15068,Cedar Mountain,6215,18.24,1705,31.97030,-108.18210,1,Luna County,NM,mountain
15106,Lewis Peak,6184,6.56,374,32.63990,-105.13050,2,Chaves County,NM,peak
15219,Wilson Mountain,6064,3.60,564,33.15490,-108.91410,1,Grant County,NM,mountain
15231,Rabbit Ear Mountain,6058,11.91,653,36.53230,-103.24480,1,Union County,NM,mountain
15285,Fra Cristobal Mountain,6003,2.85,433,33.47010,-107.09900,1,Sierra County,NM,mountain
15373,Round Mountain,5907,1.27,397,32.46830,-108.57670,1,Hidalgo County,NM,mountain
15417,Grandmother Mountain,5866,11.08,1031,32.31000,-108.14870,1,Luna County,NM,mountain
15662,Hat Top Mountain,5586,0.95,434,31.96540,-108.15070,1,Luna County,NM,mountain
15713,Little San Pascual Mountain,5525,8.21,715,33.72000,-106.86150,1,Socorro County,NM,mountain
15776,Peloncillo Peak,5432,1.73,302,32.58780,-107.14910,2,Doña Ana County,NM,peak
16119,Granite Gap Mountain,4930,1.72,500,32.08000,-108.97730,1,Hidalgo County,NM,mountain
16192,Guzmans Lookout Mountain,4773,1.92,283,31.82280,-107.22480,1,Doña Ana County,NM,mountain
40751,Lake Peak,10922,1.16,702,40.56360,-115.39500,2,Elko County,NV,peak
7256,Ramshorn Peak,11635,2.29,535,43.72220,-109.72720,2,Fremont County,WY,peak
102,Crystal Peak,13852,0.92,632,39.43450,-106.11440,2,Summit County,CO,peak
128501,Wildcat Mountain,3780,1.10,640,34.71740,-83.83820,1,White County,GA,mountain
136401,Trempealeau Mountain,1034,0.65,384,44.02160,-91.49610,1,Trempealeau County,WI,mountain
153120,"Stuart, Mount",421,0.44,171,48.67910,-123.21170,0,San Juan County,WA,mount
182,Gilpin Peak,13694,1.18,720,37.98650,-107.79330,2,Ouray County,CO,peak
191,Bald Mountain,13684,7.52,2099,39.44480,-105.97050,1,Summit County,CO,mountain
8922,Bald Peak,8633,4.98,1053,44.81910,-109.32240,2,Park County,WY,peak
9841,Boysen Peak,7556,5.67,1303,43.45850,-108.19430,2,Fremont County,WY,peak
11435,Old Mike Peak,13113,0.95,253,36.54570,-105.40670,2,Taos County,NM,peak
11510,Chicoma Mountain,11561,35.33,4291,36.00740,-106.38450,1,Rio Arriba County,NM,mountain
12990,Sun Mountain,7955,0.39,265,35.65930,-105.91230,1,Santa Fe County,NM,mountain
15869,Massacre Peak,5303,4.82,553,32.38390,-107.26490,2,Doña Ana County,NM,peak
16872,Desatoya Peak,9973,21.07,3545,39.36530,-117.75900,2,Lander County,NV,peak
16896,Tule Peak,8723,32.22,3431,39.97610,-119.74410,2,Washoe County,NV,peak
16952,Cobb Mountain,4740,26.31,3219,38.80750,-122.74060,1,Lake County,CA,mountain
17097,"Ingalls, Mount",8372,27.72,2802,39.99410,-120.62740,0,Plumas County,CA,mount
17433,Hamaker Mountain,6596,15.62,2256,42.06870,-121.97210,1,Klamath County,OR,mountain
17528,"Stone, Mount",6612,6.73,2152,47.60630,-123.26650,0,Mason County,WA,mount
17565,Swan Peak,9289,13.06,2309,47.71940,-113.64150,2,Lake County,MT,peak
24576,Sky Pilot Mountain,12047,1.53,587,45.07870,-109.61730,1,Carbon County,MT,mountain
26702,Warrior Mountain,7903,1.44,723,47.82000,-113.66170,1,Flathead County,MT,mountain
32646,"Morrison, Mount",12296,0.52,190,37.56140,-118.85820,0,Mono County,CA,mount
33543,Timber Creek Peak,10553,2.40,858,44.49600,-113.40590,2,Lemhi County,ID,peak
37052,Ziegler Mountain,6915,2.60,415,43.26460,-111.82640,1,Bingham County,ID,mountain
42098,Pine Mountain,8282,1.91,742,40.52940,-116.06060,1,Elko County,NV,mountain
44839,Rainbow Mountain,6820,0.39,240,36.10800,-115.49010,1,Clark County,NV,mountain
47298,Muddy Peak,5387,1.17,876,36.29840,-114.69330,2,Clark County,NV,peak
48565,Dupont Mountain,2437,1.12,420,35.55970,-114.76610,1,Clark County,NV,mountain
49491,Thunder Mountain,7083,0.90,400,48.76380,-119.92170,1,Okanogan County,WA,mountain
50116,Tyler Peak,6364,1.96,464,47.90280,-123.14850,2,Clallam County,WA,peak
50855,Granite Mountain,5629,2.51,1169,47.41770,-121.48140,1,King County,WA,mountain
51498,Haley Mountain,5104,7.39,1644,48.87320,-119.28540,1,Okanogan County,WA,mountain
52794,Little Lookout Mountain,4020,0.45,320,45.80590,-122.10140,1,Skamania County,WA,mountain
55327,Lutes Mountain,1100,4.38,560,46.28140,-123.48840,1,Wahkiakum County,WA,mountain
56502,Tryon Peak,9970,1.22,630,38.52170,-119.78800,2,Alpine County,CA,peak
57449,Iron Mountain,8007,3.84,707,34.28840,-117.71340,1,Los Angeles County,CA,mountain
61762,Trabuco Peak,4604,3.44,817,33.70230,-117.47530,2,Orange County,CA,peak
64913,"Wallace, Mount",3112,2.30,412,37.53930,-121.55040,0,San Joaquin County,CA,mount
16432,"Jefferson, Mount",10203,11.21,3383,44.56210,-111.50500,0,Fremont County,ID,mount
16502,"Tiny, Mount",9848,0.91,668,46.05920,-113.27430,0,Deer Lodge County,MT,mount
16575,Sugarloaf Mountain,8698,4.72,1254,47.40370,-112.94630,1,Lewis and Clark County,MT,mountain
16614,"Field, Mount",8590,7.68,2112,48.11800,-112.98340,0,Flathead County,MT,mount
16625,Elkcalf Mountain,7607,3.00,707,48.28430,-113.29790,1,Flathead County,MT,mountain
16626,Little Dog Mountain,8610,1.07,710,48.34300,-113.38670,1,Glacier County,MT,mountain
16628,Calf Robe Mountain,7948,2.75,850,48.38720,-113.33330,1,Flathead County,MT,mountain
16634,Lone Walker Mountain,8502,1.47,862,48.45310,-113.47910,1,Flathead County,MT,mountain
16638,McClintock Peak,8285,0.77,405,48.52490,-113.47270,2,Flathead County,MT,peak
16640,Norris Mountain,8882,1.98,1322,48.57660,-113.53400,1,Flathead County,MT,mountain
16650,"Gould, Mount",9553,3.13,1993,48.74260,-113.71500,0,Flathead County,MT,mount
17151,Lake Mountain,8380,3.14,2520,47.16720,-112.96860,1,Powell County,MT,mountain
128444,Slaughter Mountain,4338,0.95,478,34.74820,-83.95020,1,Union County,GA,mountain
17308,"Constitution, Mount",2407,21.50,2407,48.67750,-122.83110,0,San Juan County,WA,mount
71604,Marble Peak,7654,1.60,234,32.47080,-110.74250,2,Pima County,AZ,peak
72876,Lime Kiln Mountain,6464,6.30,1564,36.67080,-113.98660,1,Mohave County,AZ,mountain
75727,Butte Peak,4890,4.56,1190,33.89610,-111.86050,2,Maricopa County,AZ,peak
76505,Montezuma Peak,4354,7.82,934,33.18440,-112.19740,2,Pinal County,AZ,peak
81409,High Peak,6460,5.52,701,42.14800,-117.69760,2,Malheur County,OR,peak
83533,Indian Mountain,4920,8.33,1060,45.54830,-121.82880,1,Hood River County,OR,mountain
92893,Lost Mine Peak,7535,3.21,1435,29.27550,-103.25840,2,Brewster County,TX,peak
97486,South Branch Mountain,2630,2.45,860,46.09020,-68.91370,1,Piscataquis County,ME,mountain
97545,"Chase, Mount",2439,17.76,1709,46.10860,-68.47790,0,Penobscot County,ME,mount
108048,Nonou Mountain,1241,5.42,911,22.06120,-159.35490,1,Kauai County,HI,mountain
110449,Tryon Peak,3300,9.81,1470,35.26620,-82.24360,2,Henderson County,NC,peak
124630,Round Mountain,2298,0.35,148,42.04880,-73.47620,1,Litchfield County,CT,mountain
422,Lakes Peak,13375,1.60,675,38.19970,-105.72700,2,Custer County,CO,peak
812,Pennsylvania Mountain,13006,1.62,699,39.26470,-106.14200,1,Park County,CO,mountain
1109,"Nimbus, Mount",12706,1.00,646,40.39660,-105.90380,0,Grand County,CO,mount
1339,North Rawah Peak,12473,1.31,333,40.67610,-105.96700,2,Jackson County,CO,peak
1556,Prospect Mountain,12245,0.25,145,37.38500,-106.62710,1,Conejos County,CO,mountain
1605,West Beckwith Mountain,12185,1.79,1485,38.86010,-107.27390,1,Gunnison County,CO,mountain
2527,Storm King Mountain,10849,3.46,886,37.94970,-106.41420,1,Saguache County,CO,mountain
2556,Landsend Peak,10806,2.72,1306,38.77080,-107.55170,2,Delta County,CO,peak
134910,Bearfort Mountain,1490,6.40,340,41.14050,-74.39180,1,Passaic County,NJ,mountain
135569,Hogback Mountain,1230,6.92,340,46.60490,-87.48940,1,Marquette County,MI,mountain
142791,False Peak,4250,1.27,200,61.10110,-149.62050,2,Anchorage,AK,peak
8182,Little Bald Mountain,9907,2.01,407,44.77220,-107.77910,1,Big Horn County,WY,mountain
3144,Little Mountain,10060,2.51,200,39.46940,-106.03420,1,Summit County,CO,mountain
3171,Deer Mountain,10013,2.41,1073,40.37930,-105.58440,1,Larimer County,CO,mountain
3952,Dakan Mountain,9180,2.60,360,39.23520,-105.06520,1,Douglas County,CO,mountain
5296,Saddleback Mountain,7947,2.62,337,37.26580,-105.84160,1,Conejos County,CO,mountain
5828,Shirttail Peak,7340,1.45,80,39.93440,-105.28830,2,Boulder County,CO,peak
6487,Rabbit Mountain,6006,2.02,311,40.23600,-105.19740,1,Boulder County,CO,mountain
6876,Downs Mountain,13349,6.57,1569,43.30990,-109.67250,1,Sublette County,WY,mountain
8041,Hunt Mountain,10162,17.50,1142,44.72760,-107.75710,1,Big Horn County,WY,mountain
129,Organ Mountain,13801,1.99,694,37.99120,-106.89520,1,Saguache County,CO,mountain
329,Cuatro Peak,13487,2.20,707,37.25840,-105.15450,2,Las Animas County,CO,peak
370,Jenkins Mountain,13432,3.89,692,38.96510,-106.54310,1,Gunnison County,CO,mountain
11888,Bighorn Peak,9442,6.38,452,36.98570,-106.18010,2,Rio Arriba County,NM,peak
12434,Dale Mountain,8490,4.14,440,36.92780,-104.18950,1,Colfax County,NM,mountain
12893,Burro Peak,8030,17.51,2020,32.59060,-108.43260,2,Grant County,NM,peak
15493,Middle Peak,5786,0.67,581,31.91140,-107.71070,2,Luna County,NM,peak
16652,Swiftcurrent Mountain,8436,1.88,716,48.78540,-113.76700,1,Flathead County,MT,mountain
16653,Iceberg Peak,9146,1.12,946,48.81430,-113.76010,2,Flathead County,MT,peak
16657,West Flattop Mountain,6830,2.32,710,48.85000,-113.91170,1,Glacier County,MT,mountain
16666,Chapman Peak,9406,5.46,2246,48.96270,-114.02410,2,Flathead County,MT,peak
16675,"Adams, Mount",12276,46.78,8136,46.20250,-121.49060,0,Yakima County,WA,mount
16676,"Olympus, Mount",7969,108.35,7838,47.80140,-123.71070,0,Jefferson County,WA,mount
